,Lineage,Diversity,Fluctuations,Final Composition,Community Function,Lyapunov Exponent (cycle 5),Lyapunov Exponent (cycle 12),Cycle,No. Unique Compositions,Ecological Dynamics
414,14,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.6084658242381,"[-0.03152953429218744, 0.04190473030261712]","[-0.022337858999749646, 0.029479651146693143]",5,4,oscillations
415,15,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.7901197142804,"[-0.01615386772853852, 0.033828296201624856]","[-0.02445297123216601, 0.040038777309242914]",5,4,oscillations
416,16,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.01745531629984,"[-0.03592637779378238, 0.032606538161945954]","[-0.020591534380238415, 0.02903716278229872]",5,4,oscillations
417,17,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.96964018278436,"[-0.02190816072613791, 0.029302164872466258]","[-0.0035115354377493863, 0.033887617176912015]",5,4,oscillations
418,18,14,1.0,"[ 0.  3.  8.  9. 10. 11. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1045.4093835122533,"[0.09060019734635444, 0.11232071380009787]","[-0.13694149444369627, 0.08874786243589508]",5,4,oscillations
419,19,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",989.6801854573893,"[0.01532334808711597, 0.1009994398713073]","[-0.023212211980771346, 0.08735457859163084]",5,4,oscillations
420,0,13,0.9230769230769231,"[ 0.  2.  3.  8.  9. 10. 14. 16. 31. 34. 35. 39. 49.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",958.9659554452105,"[0.2353550992843856, 0.14701899251570394]","[0.1621780370893514, 0.1407407935920816]",6,3,oscillations
421,1,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.6572225228177,"[-0.03377390619879841, 0.0346056666985877]","[-0.07136334510795757, 0.04953911301849652]",6,3,oscillations
422,2,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.28935373477435,"[-0.03619233421231783, 0.036314440133761595]","[-0.019003772327327875, 0.03412292863267276]",6,3,oscillations
423,3,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.2284781185244,"[-0.02596153977900035, 0.030823483578621]","[-0.05203937410361172, 0.03601470306124937]",6,3,oscillations
424,4,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.69370113759453,"[-0.026725856909742544, 0.029301383651117435]","[-0.007937373653986274, 0.03165137853334507]",6,3,oscillations
425,5,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.176353679261,"[-0.014992048775311777, 0.03371009855789354]","[-0.019401515707649294, 0.029255252710092352]",6,3,oscillations
426,6,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.22618085559384,"[-0.03444644364353738, 0.03506540370140223]","[-0.013585759790198786, 0.034462137680166545]",6,3,oscillations
427,7,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.7273968429342,"[-0.011201022413163382, 0.03877340368615343]","[-0.01972739038386551, 0.02929609302336389]",6,3,oscillations
428,8,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.09142689807345,"[-0.02050339365261539, 0.029228170865063602]","[-0.029440912710109433, 0.05644763320730234]",6,3,oscillations
429,9,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.6298879112408,"[-0.0487165507524616, 0.034793180973111]","[-0.0007662068733648972, 0.02914893097330288]",6,3,oscillations
430,10,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.9707454029366,"[-0.016581823176377054, 0.029191888661350286]","[-0.004957348544692636, 0.033774096882746074]",6,3,oscillations
431,11,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.1671785802539,"[-0.0014193570476484757, 0.02926464025931138]","[-0.016974643309950178, 0.04985295685214876]",6,3,oscillations
432,12,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",978.9774757941944,"[0.05365073664463762, 0.09617348549379523]","[0.06673247639838487, 0.10455718788204901]",6,3,oscillations
433,13,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.41322391828896,"[-0.007784738109464251, 0.03668532434620156]","[-0.0009514051854473643, 0.029304960254200162]",6,3,oscillations
434,14,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.9978982354339,"[-0.03152953429218744, 0.04190473030261712]","[-0.022337858999749646, 0.029479651146693143]",6,3,oscillations
435,15,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.9760939623734,"[-0.01615386772853852, 0.033828296201624856]","[-0.02445297123216601, 0.040038777309242914]",6,3,oscillations
436,16,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.0772607332866,"[-0.03592637779378238, 0.032606538161945954]","[-0.020591534380238415, 0.02903716278229872]",6,3,oscillations
437,17,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-307.59934787711387,"[-0.02190816072613791, 0.029302164872466258]","[-0.0035115354377493863, 0.033887617176912015]",6,3,oscillations
438,18,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",978.5418338841233,"[0.09060019734635444, 0.11232071380009787]","[-0.13694149444369627, 0.08874786243589508]",6,3,oscillations
439,19,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",989.5155778410048,"[0.01532334808711597, 0.1009994398713073]","[-0.023212211980771346, 0.08735457859163084]",6,3,oscillations
440,0,15,0.9333333333333333,"[ 0.  2.  3.  8.  9. 10. 14. 16. 22. 30. 31. 34. 35. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",946.1297527481778,"[0.2353550992843856, 0.14701899251570394]","[0.1621780370893514, 0.1407407935920816]",7,3,oscillations
441,1,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.9425824570457,"[-0.03377390619879841, 0.0346056666985877]","[-0.07136334510795757, 0.04953911301849652]",7,3,oscillations
442,2,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.56242792443857,"[-0.03619233421231783, 0.036314440133761595]","[-0.019003772327327875, 0.03412292863267276]",7,3,oscillations
443,3,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.66288564265176,"[-0.02596153977900035, 0.030823483578621]","[-0.05203937410361172, 0.03601470306124937]",7,3,oscillations
444,4,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.82851423925183,"[-0.026725856909742544, 0.029301383651117435]","[-0.007937373653986274, 0.03165137853334507]",7,3,oscillations
445,5,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.73888268447126,"[-0.014992048775311777, 0.03371009855789354]","[-0.019401515707649294, 0.029255252710092352]",7,3,oscillations
446,6,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-306.72588470672,"[-0.03444644364353738, 0.03506540370140223]","[-0.013585759790198786, 0.034462137680166545]",7,3,oscillations
447,7,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.88834006335026,"[-0.011201022413163382, 0.03877340368615343]","[-0.01972739038386551, 0.02929609302336389]",7,3,oscillations
448,8,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.2113390157194,"[-0.02050339365261539, 0.029228170865063602]","[-0.029440912710109433, 0.05644763320730234]",7,3,oscillations
449,9,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.20312046218936,"[-0.0487165507524616, 0.034793180973111]","[-0.0007662068733648972, 0.02914893097330288]",7,3,oscillations
450,10,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.9571340449197,"[-0.016581823176377054, 0.029191888661350286]","[-0.004957348544692636, 0.033774096882746074]",7,3,oscillations
451,11,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.7250270677118,"[-0.0014193570476484757, 0.02926464025931138]","[-0.016974643309950178, 0.04985295685214876]",7,3,oscillations
452,12,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",997.5524143646925,"[0.05365073664463762, 0.09617348549379523]","[0.06673247639838487, 0.10455718788204901]",7,3,oscillations
453,13,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.27787052829336,"[-0.007784738109464251, 0.03668532434620156]","[-0.0009514051854473643, 0.029304960254200162]",7,3,oscillations
454,14,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.25615915377205,"[-0.03152953429218744, 0.04190473030261712]","[-0.022337858999749646, 0.029479651146693143]",7,3,oscillations
455,15,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.58347475770626,"[-0.01615386772853852, 0.033828296201624856]","[-0.02445297123216601, 0.040038777309242914]",7,3,oscillations
456,16,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.2610364255817,"[-0.03592637779378238, 0.032606538161945954]","[-0.020591534380238415, 0.02903716278229872]",7,3,oscillations
457,17,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.8882526153764,"[-0.02190816072613791, 0.029302164872466258]","[-0.0035115354377493863, 0.033887617176912015]",7,3,oscillations
458,18,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",996.0098354305658,"[0.09060019734635444, 0.11232071380009787]","[-0.13694149444369627, 0.08874786243589508]",7,3,oscillations
459,19,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",982.246905568272,"[0.01532334808711597, 0.1009994398713073]","[-0.023212211980771346, 0.08735457859163084]",7,3,oscillations
460,0,12,0.9166666666666666,"[ 2.  3.  8.  9. 10. 14. 16. 31. 34. 35. 39. 49.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",964.2362576230107,"[0.2353550992843856, 0.14701899251570394]","[0.1621780370893514, 0.1407407935920816]",8,4,oscillations
461,1,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.5554829695982,"[-0.03377390619879841, 0.0346056666985877]","[-0.07136334510795757, 0.04953911301849652]",8,4,oscillations
462,2,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-303.8332669896999,"[-0.03619233421231783, 0.036314440133761595]","[-0.019003772327327875, 0.03412292863267276]",8,4,oscillations
463,3,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.6015530502598,"[-0.02596153977900035, 0.030823483578621]","[-0.05203937410361172, 0.03601470306124937]",8,4,oscillations
464,4,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-314.5525584000885,"[-0.026725856909742544, 0.029301383651117435]","[-0.007937373653986274, 0.03165137853334507]",8,4,oscillations
465,5,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.16263581857135,"[-0.014992048775311777, 0.03371009855789354]","[-0.019401515707649294, 0.029255252710092352]",8,4,oscillations
466,6,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.16901075783346,"[-0.03444644364353738, 0.03506540370140223]","[-0.013585759790198786, 0.034462137680166545]",8,4,oscillations
467,7,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.19530708156145,"[-0.011201022413163382, 0.03877340368615343]","[-0.01972739038386551, 0.02929609302336389]",8,4,oscillations
468,8,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.64528382304945,"[-0.02050339365261539, 0.029228170865063602]","[-0.029440912710109433, 0.05644763320730234]",8,4,oscillations
469,9,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.235192470523,"[-0.0487165507524616, 0.034793180973111]","[-0.0007662068733648972, 0.02914893097330288]",8,4,oscillations
470,10,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.24024682173393,"[-0.016581823176377054, 0.029191888661350286]","[-0.004957348544692636, 0.033774096882746074]",8,4,oscillations
471,11,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-314.89146516861547,"[-0.0014193570476484757, 0.02926464025931138]","[-0.016974643309950178, 0.04985295685214876]",8,4,oscillations
472,12,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",987.0175872921509,"[0.05365073664463762, 0.09617348549379523]","[0.06673247639838487, 0.10455718788204901]",8,4,oscillations
473,13,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.0746819460978,"[-0.007784738109464251, 0.03668532434620156]","[-0.0009514051854473643, 0.029304960254200162]",8,4,oscillations
