,Unnamed: 0.1,Unnamed: 0,No_Species,Community,Lineage,Le_mean,Le_std,Diversity,Ecological_Dynamics
217,217,217,25.0,1.0,2.0,0.00014877773558987444,0.0014257025854756955,16,chaotic-like
218,218,218,25.0,1.0,3.0,-2.3754851341326733e-05,0.0013155489237869997,15,stable
219,219,219,25.0,1.0,4.0,0.00011943810320016076,0.0003060185019565896,9,stable
220,220,220,25.0,2.0,0.0,-0.0006734269225676622,0.00022931701217878892,6,stable
221,221,221,25.0,2.0,1.0,-0.0006658501771125246,0.00019761971206558692,6,stable
222,222,222,25.0,2.0,2.0,-0.0006337165014310886,0.00038386730607878957,6,stable
223,223,223,25.0,2.0,3.0,-0.001103244572817571,0.00010984974781095201,6,stable
224,224,224,25.0,2.0,4.0,-0.0006663396468307908,0.00019529530252227254,6,stable
225,225,225,25.0,3.0,0.0,-0.00028342514385541675,0.0007348366692467905,7,stable
226,226,226,25.0,3.0,1.0,-0.00021687510815330033,0.0006636318269647663,7,stable
227,227,227,25.0,3.0,2.0,2.106871268151654e-05,4.061505470038968e-05,7,stable
228,228,228,25.0,3.0,3.0,-0.00011966236615290272,0.0004117418182638156,7,stable
229,229,229,25.0,3.0,4.0,-6.916072653172295e-05,0.0003218763467821207,7,stable
230,230,230,25.0,4.0,0.0,0.00011584710826595675,0.0010370474936628863,21,chaotic-like
231,231,231,25.0,4.0,1.0,0.00030533649931584986,0.0016910228936742905,17,chaotic-like
232,232,232,25.0,4.0,2.0,6.377074354821223e-05,0.0012396538484976138,22,chaotic-like
233,233,233,25.0,4.0,3.0,0.000203926007498198,0.0010845297929338283,20,chaotic-like
234,234,234,25.0,4.0,4.0,-6.617980314655586e-06,0.001570187181195929,23,chaotic-like
235,235,235,25.0,5.0,0.0,3.24554001714423e-05,0.0016618759547285325,13,oscillations
236,236,236,25.0,5.0,1.0,-7.369795931710826e-05,0.001334640043805826,13,oscillations
237,237,237,25.0,5.0,2.0,3.95612184310511e-05,0.0011571183581421825,13,oscillations
238,238,238,25.0,5.0,3.0,-8.337680487501773e-06,0.0008128256654273278,13,oscillations
239,239,239,25.0,5.0,4.0,-8.818644735089641e-05,0.0010435058207805914,13,oscillations
240,240,240,28.0,0.0,0.0,-0.0009710673347671113,0.00015878719024974998,6,stable
241,241,241,28.0,0.0,1.0,-0.0010609221066164528,0.000756171537233575,6,stable
242,242,242,28.0,0.0,2.0,-0.0009841050940755474,0.0004123683395666742,6,stable
243,243,243,28.0,0.0,3.0,0.00012447794174271897,0.0015416813349036303,6,stable
244,244,244,28.0,0.0,4.0,-0.001026525558082379,0.0003984169212684118,6,stable
245,245,245,28.0,1.0,0.0,-1.99506734599696e-05,0.0012251227509737005,19,chaotic-like
246,246,246,28.0,1.0,1.0,-0.0007041892739486652,0.00038040523583177235,7,stable
247,247,247,28.0,1.0,2.0,-0.00011350703547456129,0.0012765199569564555,19,chaotic-like
248,248,248,28.0,1.0,3.0,8.359898132514549e-05,0.0013757611217655949,19,chaotic-like
249,249,249,28.0,1.0,4.0,-2.5905450647091892e-05,0.0012377844005639102,19,chaotic-like
250,250,250,28.0,2.0,0.0,-0.0006157444072980792,0.0005218093787372318,5,stable
251,251,251,28.0,2.0,1.0,-0.0007850146652311439,6.05436823378757e-05,5,stable
252,252,252,28.0,2.0,2.0,-0.0005574771365238593,0.0001267420952580921,5,stable
253,253,253,28.0,2.0,3.0,-0.0007272230386742649,0.00015109720784812317,5,stable
254,254,254,28.0,2.0,4.0,-0.0007576931797188776,0.0001404786106794924,5,stable
255,255,255,28.0,3.0,0.0,-0.00021504072946411265,0.0008619420932871355,5,stable
256,256,256,28.0,3.0,1.0,-0.0004209265687753769,0.000932139175292987,5,stable
257,257,257,28.0,3.0,2.0,-0.00047336899547767273,0.00089327459881366,5,stable
258,258,258,28.0,3.0,3.0,-0.0008548777567913238,0.0007491826526224521,7,stable
259,259,259,28.0,3.0,4.0,-0.00015626987937051266,0.0006088449802867079,5,stable
260,260,260,28.0,4.0,0.0,-1.7825782418258396e-06,0.0010900511572903323,11,chaotic-like
261,261,261,28.0,4.0,1.0,-3.5890101297440715e-07,0.000792654474512192,11,chaotic-like
262,262,262,28.0,4.0,2.0,3.087415686720513e-05,0.0011673049832672206,11,chaotic-like
263,263,263,28.0,4.0,3.0,9.004348136947009e-05,0.0011914074486031674,11,chaotic-like
264,264,264,28.0,4.0,4.0,5.6158246059734586e-05,0.0007317474498610138,11,chaotic-like
265,265,265,28.0,5.0,0.0,-0.0005018309423456165,0.0005321554847677975,7,stable
266,266,266,28.0,5.0,1.0,-0.0004471145620167327,0.0005318152051028701,7,stable
267,267,267,28.0,5.0,2.0,-0.00044709611722678364,0.0005620771495582532,7,stable
268,268,268,28.0,5.0,3.0,-0.0006214749597378359,0.00018121870647417807,7,stable
269,269,269,28.0,5.0,4.0,-0.00046390409019985985,0.0006250327857914332,7,stable
270,270,270,31.0,0.0,0.0,-0.000753777863608054,0.00040019061675328096,6,chaotic-like
271,271,271,31.0,0.0,1.0,0.00022665938807936063,0.0010412139223553115,20,chaotic-like
272,272,272,31.0,0.0,2.0,0.00012563810354534674,0.0011921158906386669,20,chaotic-like
273,273,273,31.0,0.0,3.0,2.6862124791378113e-05,0.0010315656364446712,20,chaotic-like
274,274,274,31.0,0.0,4.0,9.459876035416684e-05,0.0010272968311526454,20,chaotic-like
275,275,275,31.0,1.0,0.0,-0.0008540917992542262,0.0003803967036485442,6,stable
276,276,276,31.0,1.0,1.0,-0.0009840038346246164,0.000345346054044029,6,stable
277,277,277,31.0,1.0,2.0,-0.0009661333822914448,0.00034268949588501157,6,stable
278,278,278,31.0,1.0,3.0,-0.0010816004303204822,0.0004262188429690152,6,stable
279,279,279,31.0,1.0,4.0,-0.0009578232754434244,0.00034851033481745323,6,stable
280,280,280,31.0,2.0,0.0,-0.00020759021163805936,0.0010076072369948612,5,stable
281,281,281,31.0,2.0,1.0,-0.0007395700993214647,0.00013016337617936184,6,stable
282,282,282,31.0,2.0,2.0,-0.0008565750569222488,0.0003155342893097744,6,stable
283,283,283,31.0,2.0,3.0,-0.0008471426062649616,0.0003221938485737631,6,stable
284,284,284,31.0,2.0,4.0,-0.0008542782488757128,0.00032901440256587146,6,stable
285,285,285,31.0,3.0,0.0,-0.00012010056096486914,0.001483460341876257,13,chaotic-like
286,286,286,31.0,3.0,1.0,-4.0313057180255693e-05,0.0021042215316089616,13,chaotic-like
287,287,287,31.0,3.0,2.0,-1.61923144049684e-05,0.002259461522213928,13,chaotic-like
288,288,288,31.0,3.0,3.0,-6.308500933784336e-05,0.002443714533415694,13,chaotic-like
289,289,289,31.0,3.0,4.0,-6.283786153242679e-05,0.0021770829574653035,13,chaotic-like
290,290,290,31.0,4.0,0.0,0.00036079605585822064,0.002659212012870931,5,oscillations
291,291,291,31.0,4.0,1.0,-7.195501665003565e-05,0.0011615585699084393,5,oscillations
292,292,292,31.0,4.0,2.0,-0.000987348882197744,0.000200828984629295,7,stable
293,293,293,31.0,4.0,3.0,-0.0011763841800716435,0.0006835415227115637,7,stable
294,294,294,31.0,4.0,4.0,0.00036605508906662187,0.0020644032679698857,9,oscillations
295,295,295,31.0,5.0,0.0,8.699300480936116e-05,0.0005971154590904425,9,oscillations
296,296,296,31.0,5.0,1.0,-2.127976916816141e-05,0.0002624225343680508,9,oscillations
297,297,297,31.0,5.0,2.0,-0.0008725665765571599,0.0005197694142794371,7,stable
298,298,298,31.0,5.0,3.0,-0.0012343751965321749,0.0007256940626774977,7,stable
299,299,299,31.0,5.0,4.0,-0.0012039742432411445,0.0006464055178492357,7,stable
300,300,300,34.0,0.0,0.0,-0.0003117151085219194,0.0003113741910720309,9,stable
301,301,301,34.0,0.0,1.0,-8.495994942985566e-06,0.0010057962854253296,19,chaotic-like
302,302,302,34.0,0.0,2.0,-0.00031542854802702836,0.0004999844165157906,10,stable
303,303,303,34.0,0.0,3.0,-0.0003683186957699798,0.0006300410222796445,9,stable
304,304,304,34.0,0.0,4.0,7.531741694008768e-05,0.0009510897019472462,18,chaotic-like
305,305,305,34.0,1.0,0.0,-0.0005931650722095606,0.000672879205884937,5,stable
